A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
-45.932999	3.172000	1016.504028	3.653125	0.892500	0.175000
-47.091999	-0.732000	1022.970032	1.741250	0.533750	0.665000
-45.262001	-5.978000	1026.264038	-0.923125	1.960000	0.708750
-47.153000	2.257000	1024.067993	-5.923750	4.410000	-0.271250
-50.081001	3.294000	1032.485962	-9.983750	4.357500	0.118125
-64.476997	-7.686000	1004.059998	-12.915000	3.718750	0.441875
-61.976002	-5.978000	1008.940002	-12.355000	8.785000	3.193750
-62.220001	-35.990002	1000.827026	-8.159375	3.911250	3.303125
-59.353001	-40.260002	981.124023	3.211250	0.573125	2.021250
-52.764999	-28.548000	1005.096985	7.546875	-1.811250	-0.665000
-54.046001	5.002000	1046.088989	17.898125	-4.103750	-4.821250
-55.998001	24.278000	1022.238037	11.169375	-6.391875	-4.121250
-56.303001	34.892002	1027.118042	4.086250	-0.192500	-2.095625
-51.484001	21.533001	1014.247009	-2.266250	2.590000	-0.061250
-55.144001	-10.065001	1015.223022	-5.376875	5.455625	0.533750
-51.910999	-9.333000	1013.942017	-8.303750	5.831875	0.140000
-61.671001	-16.775000	1009.671997	-7.726250	3.819375	0.730625
-62.464001	-22.814001	1010.160034	-4.493125	1.181250	-0.472500
-68.442001	-2.745000	1016.260010	-2.340625	0.761250	-0.586250
-57.645000	-8.540000	1020.773987	-1.841875	-0.170625	-0.691250
-60.756001	-8.662000	1019.187988	0.686875	2.257500	-0.778750
-65.758003	-13.725000	1008.330017	-1.303750	0.835625	-0.507500
-65.148003	-10.492001	1016.931030	-1.561875	1.255625	-1.491875
-58.681999	-8.479000	1015.161987	-1.404375	1.268750	-0.840000
-62.830002	-13.420000	1021.872009	2.174375	13.488125	0.529375
-74.419998	-23.546000	1018.639038	-4.891250	0.778750	1.570625
-73.871002	-55.875999	1011.257996	-1.610000	-2.979375	1.386875
-68.807999	-35.136002	1017.846008	-1.071875	-0.494375	-1.238125
-62.890999	-11.590000	1006.622009	-2.773750	0.875000	-1.715000
